,Operating Name,Issued,year,postal,area
78301,SWISS CHALET #1941,02-06-10,2010,M5H3S6,M5H
78302,MONTREAL'S DINER,15-11-10,2010,M3N3A1,M3N
78303,COUNRTY STYLE DONUTS,30-03-11,2011,M1P2L1,M1P
78304,SENECA PUB,02-05-11,2011,M2J3C1,M2J
78305,THE CARIBBEAN MENU,15-09-11,2011,M4C1L7,M4C
78306,NO.1 HALAL PIZZA AND CHIPS,10-05-12,2012,M9N1Z8,M9N
78307,MADE IN JAPAN,08-01-07,2007,M9W6K5,M9W
78308,GOODNIGHT,03-05-10,2010,M5V1X9,M5V
78309,LIUUIL HOT POT,03-05-11,2011,M5T2A8,M5T
78310,MR SUSHI SUSHI,24-06-11,2011,M5C2B8,M5C
78311,BONITA RESTAURANT,01/01/69,1969,M9N1X8,M9N
78312,DRAGON GOURMET,04-05-06,2006,M1E4Z4,M1E
78313,GRAND CAFE RESTAURANT & JUICE BAR INC,04-05-11,2011,M1R2Z1,M1R
78314,TINTO,06-05-05,2005,M6R2K6,M6R
78315,CUISINE OF INDIA ON THE GO,06-05-11,2011,M4S1Z7,M4S
78316,KFC/ TACO BELL #1943,02-06-11,2011,M3J1P3,M3J
78317,LA BRUSCHETTA RESTAURANT,14-06-11,2011,M6E1C2,M6E
78318,SPICY WOK,06-07-11,2011,M1J3C5,M1J
78319,BILAL RESTAURANT,23-03-12,2012,M5A3A4,M5A
78320,ROSEWOOD CHINESE CUISINE,15-06-12,2012,M5T1G8,M5T
78321,PAISANO'S PIZZA & PANINI CAFE,09/05/00,2000,M2N4X9,M2N
78322,CAFE CINQUECENTO,09-05-11,2011,M5V1N4,M5V
78323,M SUB,09-05-11,2011,M1V1V2,M1V
78324,EAST SIDE MARIO'S,29/09/92,1992,M5J2N1,M5J
78325,LIBERTY VILLAGE MARKET & CAFE,12-07-04,2004,M6K1Y3,M6K
78326,DELIMARK CAFE'S,10-05-10,2010,M2N3A1,M2N
78327,SAEHANUL SAETTANG KOREAN RESTAURANT,02-03-11,2011,M5T1G9,M5T
78328,A+ CANTON KITCHEN,10-05-11,2011,M1V5N1,M1V
78329,SO GOOD ASIA CUISINE,09-08-11,2011,M1B5K9,M1B
78330,BAR ONE,11/05/00,2000,M6J1G6,M6J
78331,THE BRUNSWICK AVENUE PUMP,11-05-06,2006,M5S1X5,M5S
78332,MADANTO,11-05-10,2010,M4P2C6,M4P
78333,REDHEADS RESTAURANT,12-05-05,2005,M1H2A4,M1H
78334,SUBLIME CAFE,12-05-10,2010,M5T2L4,M5T
78335,J WALTON HOUSE TAPS/GRILL,12-05-10,2010,M1L3X2,M1L
78336,HEALTHY START,12-05-11,2011,M2K2Z3,M2K
78337,GABBY'S FOOD & FUEL,11/08/00,2000,M4E1E1,M4E
78338,SUBWAY SANDWICHES AND SALAD,14-05-02,2002,M9B1B3,M9B
78339,MARIA'S CORNER CAFE,13-05-05,2005,M3C3E5,M3C
78340,BASKIN-ROBBINS,13-05-05,2005,M5B2H6,M5B
78341,ORIENTAL KING RESTAURANT,25-01-10,2010,M4N2N1,M4N
78342,SIERA CALIFORNIA GRILL,13-05-10,2010,M2K1E6,M2K
78343,KERA CATERING,03-08-10,2010,M1R2Z3,M1R
78344,SUN ARC RESTAURANT,01/01/89,1989,M9V1A5,M9V
78345,THE REAL JERK,22-05-01,2001,M4M1H1,M4M
78346,HALINA,14-05-07,2007,M1V1T1,M1V
78347,HENHOUSE,18-09-08,2008,M6K1T5,M6K
78348,LATIN FLAVOUR,14-05-09,2009,M3K2C1,M3K
78349,,04-12-09,2009,M1H3G3,M1H
78350,JANG BANG BAR & GRILL,14-05-10,2010,M5T1T3,M5T
78351,PASTA PERFECTION,05-02-04,2004,M4Y1W9,M4Y
78352,HOAI HUONG RESTAURANT,25-08-08,2008,M8Y1L3,M8Y
78353,CY FISH,15-10-08,2008,M1P3G5,M1P
78354,CAFFE BICKFORD,21-10-09,2009,M6G1H1,M6G
78355,DIVINO RESTAURANT,31-12-10,2010,M4V3B9,M4V
78356,SPARGOS RESTAURANT & GRILL,05-10-11,2011,M8Z1M8,M8Z
78357,SECOND CUP,24-01-07,2007,M2M3Y7,M2M
78358,ONE LOVE VEGETARIAN,16-05-11,2011,M5R3G3,M5R
78359,DAIRY EXPRESS,17/05/00,2000,M5J1E5,M5J
78360,DOUBLE DOUBLE PIZZA CHICKEN,20-08-09,2009,M1B5M5,M1B
78361,THE JEM RESTAURANT,06-05-10,2010,M4C1L7,M4C
78362,BOURBON ST GRILL,18-05-04,2004,M6A2T9,M6A
78363,RADIOLARIA,18-05-11,2011,M6J1X4,M6J
78364,SPORTS BAR & GRILL OS DRAGOES,18-05-11,2011,M6G1C2,M6G
78365,SUBWAY,19-05-06,2006,M1J2H5,M1J
78366,REGGIE'S OLD FASHION SANDWICHES,19-05-09,2009,M5V1M1,M5V
78367,WADIA SPORT BAR,19-05-11,2011,M6E2J6,M6E
78368,DOUBLE DOUBLE PIZZA & CHICKEN,19-05-11,2011,M9A1B7,M9A
78369,PLANET NOLLYWOOD RESTAURANT AND BAR.,19-05-11,2011,M3M1A2,M3M
78370,LOBSTER TRAP,29/05/79,1979,M5M4A1,M5M
78371,MAPLE GARDEN RESTAURANT,01/01/97,1997,M1B3H1,M1B
78372,RAHIER,22-07-04,2004,M4G3B7,M4G
78373,GRINDHOUSE BURGER BAR,02-12-09,2009,M5V1K1,M5V
78374,HONORA WISE GUYS BAR AND GRILLS,28-09-10,2010,M6C1B1,M6C
78375,CAFE DU LAC,29-09-11,2011,M8V1B6,M8V
78376,EVA'S BAR AND RESTAURANT,28-02-12,2012,M4C1L7,M4C
78377,MR.SUB,08-11-06,2006,M4S3C4,M4S
78378,MR SUB,20-11-07,2007,M5X1K7,M5X
78379,MR SUB,02-11-09,2009,M3K1E4,M3K
78380,PHO METRO ASIAN CUISINE,18-05-10,2010,M1R2Z4,M1R
78381,CALI RESTAURANT,19-08-10,2010,M5G1C7,M5G
78382,NFC NEW YORK FRIED CHICKEN & FISH & CHIPS,21-05-11,2011,M6M1T3,M6M
78383,KIN KIN BUBBLE TEA,24-09-03,2003,M1V1V2,M1V
78384,FEMI'S PLACE,21-01-10,2010,M9N1V8,M9N
78385,FUJIYAMA JAPANESE RESTAURANT,11-08-06,2006,M5T1L1,M5T
78386,COWBELL RESTAURANT,03-07-07,2007,M6R1A6,M6R
78387,THREE'S COMPANY CATERING AND CAFE,18-09-07,2007,M4J1L2,M4J
78388,HIGHWAY 61,24-02-09,2009,M4G3B7,M4G
78389,SUSHI TOWN,11-08-10,2010,M4Y1Z3,M4Y
78390,IVAN'S KITCHEN,15-08-11,2011,M5T2G7,M5T
78391,BAMBOO GARDEN RESTAURANT,22-10-09,2009,M1R1R4,M1R
78392,SANTO,24-05-11,2011,M6E1A1,M6E
78393,TROPICAL PALMS,24-05-11,2011,M4Y2A6,M4Y
78394,TROPICALM PALMS,24-05-11,2011,M5B1Y7,M5B
78395,ONE MORE CUP CAFE,25-05-01,2001,M3C3E9,M3C
78396,BARAKA RESTAURANT,25-05-11,2011,M9W5Z8,M9W
78397,LIBERTY PAAN CORNER,26-05-03,2003,M4L1Z6,M4L
78398,VILLAGE CHILL,26-05-04,2004,M4V1X3,M4V
78399,LOLA,26-05-05,2005,M4Y1C8,M4Y
78400,MADE IN JAPAN JAPANESE RESTAURANT,26-05-09,2009,M5X1K7,M5X
78401,COFFEE TIME,26-05-09,2009,M4L3P3,M4L
78402,THE SPOT RESTAURANT & LOUNGE,26-05-11,2011,M4J2N6,M4J
78403,CARLSON DELI,27-05-08,2008,M9W6L2,M9W
78404,NEW FRIENDS RESTAURANT AND TAKEOUT,12-11-09,2009,M1W2L1,M1W
78405,COUNTRY STYLE,28-05-04,2004,M1N1V1,M1N
78406,THE BEAUTIFUL CITY RESTAURANT,09-05-12,2012,M6B3S3,M6B
78407,KOM JUG YUEN RESTAURANT,01/01/66,1966,M5T2G3,M5T
78408,SELECT SANDWICH,01-01-01,2001,M4G4E8,M4G
78409,ANOUSH,29-09-09,2009,M5T2Z5,M5T
78410,MOTHERHOME MYANMAR CUISINE,27-04-10,2010,M6H1N2,M6H
78411,QUIZNOS SUB,07-02-12,2012,M5J2Y5,M5J
78412,ROLAND'S RESTAURANT,01/01/97,1997,M1J2E4,M1J
78413,SOORYAN RESTAURANT,30-05-06,2006,M1G1R2,M1G
78414,EL CHINAMO LATINO,23-07-10,2010,M6H2C1,M6H
78415,ROCK IT PRODUCTIONS,30-05-11,2011,M9N3V4,M9N
78416,ANGELO'S HOT TABLE I,09-08-11,2011,M4B1Z5,M4B
78417,PINEAPPLE KING RESTAURANT,23-05-12,2012,M6E2H6,M6E
78418,BURGER KING,31/05/99,1999,M5T1R6,M5T
78419,PORTO ROTISSERIE HOUSE,31-05-08,2008,M6E1C4,M6E
78420,ABYSSINA CAFE AND RESTAURANT,31-05-10,2010,M6G1L5,M6G
78421,SOCA PALACE,26-09-11,2011,M4B2K3,M4B
78422,THE YMCA OF GREATOR TORONTO,01-06-01,2001,M4Y1T4,M4Y
78423,TIMOTHY'S #521,31-01-07,2007,M2K1E6,M2K
78424,BREAD & GREEN,20-05-08,2008,M4K1N1,M4K
78425,DRUXY'S #34,01-06-09,2009,M2J4Z8,M2J
78426,MAPLE SHAAD RESTAURANT,01-06-10,2010,M5A2Z7,M5A
78427,VIVA NAPOLI,01-06-11,2011,M4S2N2,M4S
78428,PANZEROTTO PIZZA,02-06-09,2009,M6M1T6,M6M
78429,NEW YORK SPICEY PIZZA & PASTA,02-06-10,2010,M1X0A8,M1X
78430,SOHO SANDWICH & CAFE,02-06-10,2010,M5J2W4,M5J
78431,KARAIKUDI CHETTINAD RESTAURANT,03-06-08,2008,M1P4Y1,M1P
78432,TEA MASTERS CAFE,03-06-08,2008,M5C2T6,M5C
78433,YOURS TRULY OSSINGTON,03-06-11,2011,M6J2Z8,M6J
78434,LATINA RISTORANTE,04-06-02,2002,M8Y1K9,M8Y
78435,RUBY'S,21-06-04,2004,M1L2K1,M1L
78436,COUNTRY STYLE AND THAI EXPRESS,04-06-10,2010,M4T1L9,M4T
78437,INDIAN BIRIYANI HOUSE,05-01-12,2012,M5G1C7,M5G
78438,SUNRISE BAR & GRILL,05-06-08,2008,M4A2M1,M4A
78439,DRUXY'S FAMOUS DELI,30-12-09,2009,M3H5R9,M3H
78440,EL RANCHERITO ASADOS RESTAURANT,08-09-05,2005,M6N1H8,M6N
78441,EMBRUJO FLAMENCO WINE & TAPAS BAR,07-06-06,2006,M4K1N2,M4K
78442,CUPPS COFFEE HOUSE,27-06-08,2008,M6G1B6,M6G
78443,BIG SMOKE BURGER,07-06-11,2011,M5G1Z3,M5G
78444,XO MUSIC STUDIO,09-06-08,2008,M6G1L5,M6G
78445,SCOOP & BEAN,09-06-09,2009,M5R3G6,M5R
78446,PG CHINESE FOOD CO,01/01/98,1998,M1E2N8,M1E
78447,BULL & FIRKIN,06-08-08,2008,M4S1X8,M4S
78448,GIGO'S RESTAURANT,10-06-09,2009,M1P2L9,M1P
78449,WILD MOOSE BAR & GRILL,10-06-09,2009,M4C1M1,M4C
78450,CALIFORNIA BURITTOS,06-12-11,2011,M5T1P7,M5T
78451,TASTE OF CHANDNI CHOWK,18-01-12,2012,M9V1C3,M9V
78452,SNAKES & LATTES,11-06-10,2010,M6G1K4,M6G
78453,DOMINO'S PIZZA,01-12-10,2010,M1S1S8,M1S
78454,YOGURTY'S,30-05-12,2012,M4N2L8,M4N
78455,SUBWAY SANDWICHES,12-12-05,2005,M4G3A8,M4G
78456,FRESH BITES,25-08-11,2011,M5H1X6,M5H
78457,ACKEE TREE DYNAMITE JAMAICAN JERK,20-01-12,2012,M9W5L7,M9W
78458,LENOS BAR RESTAURANT,18-11-09,2009,M6P1Y9,M6P
78459,BUN BO HUE PHO INC,06-04-11,2011,M9M2W8,M9M
78460,THE MILLER TAVERN,15-09-04,2004,M4N2P2,M4N
78461,SECOND CUP,20-02-08,2008,M5V2Y6,M5V
78462,VEDA HEALTHY INDIAN TAKEOUT,20-10-08,2008,M5S3G4,M5S
78463,THE GOLDEN ORIENTAL PALACE CHINESE CUISINE,14-06-11,2011,M1S5V9,M1S
78464,BAR O MICAELENSE,01-12-11,2011,M6M1B6,M6M
78465,SOUTH SEA FISH VILLAGE CHINESE RESTAURANT,16-03-12,2012,M1S2B7,M1S
78466,,13-07-12,2012,M3C1L9,M3C
78467,BASKIN-ROBBINS 31 ICE CREAM,15/06/81,1981,M9P3B5,M9P
78468,NAIJAA RESTUARANT,15-06-07,2007,M6M4C3,M6M
78469,LIBERTY WILLIAMS,15-06-11,2011,M6K3N6,M6K
78470,SUBWAY SANDWICHES,19-08-08,2008,M5B2G9,M5B
78471,ORLANDO'S 1 + 1 JERK,28-01-10,2010,M6N1J5,M6N
78472,SUMO SUSHI,17-06-10,2010,M4E1E9,M4E
78473,WILD WING,26-08-11,2011,M8Z1T8,M8Z
78474,THE OLIVE RESTAURANT,06-05-05,2005,M8Z5X2,M8Z
78475,DAIRY QUEEN,25-07-08,2008,M2N5P2,M2N
78476,BOSTON PIZZA,15-08-08,2008,M4P3A2,M4P
78477,DOUBLE WIN,05-07-10,2010,M1V4W8,M1V
78478,MR. PIDE,13-08-10,2010,M4J1L6,M4J
78479,SHAW WE GO,21-04-11,2011,M6J1G6,M6J
78480,KEBAB SARAI IRAN,08-07-11,2011,M2M3X6,M2M
78481,MUCH ME,05-10-11,2011,M6C1B6,M6C
78482,BELFIERO TRATTORIA AND PIZZERIA,03-02-11,2011,M1E2P8,M1E
78483,SAINT CINNAMON,01-09-11,2011,M1P4P5,M1P
78484,FAMILY RESTAURANT WOK&FORTUNE DELICIOUS CARIBBEAN&CHINESE FOOD,30-08-12,2012,M1J2E4,M1J
78485,THYMELESS BAR & GRILL,04-09-03,2003,M5T1S5,M5T
78486,ARTEGELATO & CAFFE,21-07-11,2011,M6H1L6,M6H
78487,TVANELE DOLCE & GELATO CAFETERIA,12-04-12,2012,M4Y1J8,M4Y
78488,GUSTO PIZZA,27-11-06,2006,M1T2T9,M1T
78489,WILD WINGS DUNDAS WEST,21-06-10,2010,M6R1W8,M6R
78490,GINGER RESTAURANT,06-08-10,2010,M5S1Y4,M5S
78491,MOTEL,21-06-11,2011,M6K1L5,M6K
78492,SUNSET HUT CARIBBEAN TAKE OUT,22-06-11,2011,M4B2K5,M4B
78493,G'S CHILL & GRILL SPORTS BAR,23-06-10,2010,M1K2R5,M1K
78494,ALI BAB'S HALL,23-06-10,2010,M6J1T8,M6J
78495,ALEXANDRIA,23-06-10,2010,M5T1T1,M5T
78496,GOOD FELLAS,23-06-11,2011,M4C1K5,M4C
78497,BURGER KING #16521,24-06-08,2008,M5V3C6,M5V
78498,MYLK UNCOOKIES,09-11-10,2010,M5A2G1,M5A
78499,SILA & MDN KEBAB,26-08-11,2011,M9B1B3,M9B
78500,HAPPY MEAL,23-11-11,2011,M1S5H5,M1S
78501,FRIENDLY RESTAURANT,11-06-12,2012,M3J2J1,M3J
78502,CARIBBEAN HEAT FAMILY RESTAURANT 2,25-06-07,2007,M9V1B2,M9V
78503,DIEM XUA KARAOKE,15-08-08,2008,M6J1V3,M6J
78504,SUSHI HOUSE,15-08-11,2011,M5G1C8,M5G
78505,AT BANGKOK RESTAURANT,16-12-11,2011,M4X1K2,M4X
78506,FRESHWOOD BBQ,19-09-08,2008,M8W1R2,M8W
78507,ROM-ROTUNDA CAFE # 20101,01-06-07,2007,M5S2C6,M5S
78508,STONEGRILL,14-08-09,2009,M4X1P3,M4X
78509,IWING,07-09-10,2010,M5V2A6,M5V
78510,KABAB & TIKAH HOUSE,01-02-11,2011,M5A2K6,M5A
78511,HEY MEATBALL,27-06-11,2011,M6G1C2,M6G
78512,ISTAR COFFEE AND DONUTS,28-06-01,2001,M9P2M5,M9P
78513,CELESTICA #23330,18-12-08,2008,M3C1V7,M3C
78514,DAMI RESTAURANT,06-01-11,2011,M2M3W6,M2M
78515,REBAS CAFE,11-10-06,2006,M6P2A5,M6P
78516,AFGHAN KEBOB CUISINE,30-06-10,2010,M9W3W8,M9W
78517,MAVERICKS PUB,30-06-11,2011,M4J1L6,M4J
78518,T-BUDS,30-06-11,2011,M4N2M6,M4N
78519,SUSHI-Q,22-08-02,2002,M5L1G7,M5L
78520,ROACH O RAMA,26-06-03,2003,M5T1M1,M5T
78521,SNARLYZ BAR & GRILL,01-07-07,2007,M1E4Z4,M1E
78522,ASIAN GOURMET,05-11-07,2007,M1V1V2,M1V
78523,ST LOUIS GRILL AND BAR,15-12-08,2008,M5C2V8,M5C
78524,OMG! IT'S YOGURT,01-07-10,2010,M5C2C5,M5C
78525,NIJI JAPANESE RESTAURANT,04-10-02,2002,M1P2W9,M1P
78526,KISOYA JAPANESE RESTAURANT,01-01-04,2004,M9A1C2,M9A
78527,SPICE IT UP RESTAURANT,29-08-11,2011,M1H1A4,M1H
78528,MARCELLO'S MARKET AND DELI,18-07-07,2007,M5H1J8,M5H
78529,ROSE DONUT,03-07-08,2008,M4M1Y7,M4M
78530,LONE STAR CAFE RESTAURANT,11-07-08,2008,M9W1J9,M9W
78531,HUA YU KITCHEN,09-10-08,2008,M5A3A4,M5A
78532,PITA VILLAGE-YUMMY SHAWARMA,14-04-11,2011,M5T3K5,M5T
78533,SUSHI-YA JAPAN,04-07-05,2005,M9W1H7,M9W
78534,CAPTAIN JOHN'S FLAGSHIP,04-07-08,2008,M5J2H1,M5J
78535,HOUSE OF RECIPES,04-07-11,2011,M1P2H2,M1P
78536,GILL FINE JAPANESE FUSION CUISINE,04-07-11,2011,M4T2S9,M4T
78537,VIVANDA RESTAURANT,21-11-11,2011,M8V2W1,M8V
78538,SATAY ON THE ROAD,07/08/92,1992,M4G3B7,M4G
78539,SATAY ON THE ROAD,07/08/92,1992,M4G3B7,M4G
78540,MANCHU WOK,16/10/00,2000,M9W6K5,M9W
78541,LAILA,20-09-07,2007,M5S1Y6,M5S
78542,STAR KING BBQ,23-03-12,2012,M1V5N1,M1V
78543,HABIBI,06-07-11,2011,M6K1G4,M6K
78544,,07/07/75,1975,M6C2C4,M6C
78545,AMA SUSHI JAPANESE RESTAURANT,07-07-08,2008,M1C3B2,M1C
78546,PHO CANH BUOM,07-07-10,2010,M6H1B6,M6H
78547,FITZGERALD'S,09-07-01,2001,M4E1G8,M4E
78548,PIZZA PARK,14-08-09,2009,M6G1L5,M6G
78549,ANGIE'S RESTAURANT,09-07-10,2010,M1K2S2,M1K
78550,MARKY'S DELICATESSEN,11-03-11,2011,M3H1S8,M3H
78551,TOKYO SUSHI,31-03-11,2011,M4G3B7,M4G
78552,MILESTONE'S RESTAURANT,16-04-11,2011,M5V2E3,M5V
78553,MILESTONE'S RESTAURANT,16-04-11,2011,M5B2L6,M5B
78554,VOLUME LOUNGE,23-11-11,2011,M4W2H1,M4W
78555,HY'S STEAK HOUSE,09/06/00,2000,M5H1T1,M5H
78556,QUIZNO'S SUBS,10-07-01,2001,M5A4S5,M5A
78557,BROOKLYN CAFETERIA,02-12-04,2004,M3B3J5,M3B
78558,BOURBON ST GRILL OF EGLINTON SQUARE,31-07-08,2008,M1L2K1,M1L
78559,SUSHI SUPREME FUSION,13-03-09,2009,M4Y1Y5,M4Y
78560,CAMTO,28-01-11,2011,M6G1L4,M6G
78561,COFFEE TEA HOUSE COMPANY,24-10-11,2011,M4J1L9,M4J
78562,SARASWATHY RESTAURANT,28-10-11,2011,M1R2S9,M1R
78563,CAPI'S GOURMET PIZZA AND RESTAURANT,11-07-01,2001,M8X1Y3,M8X
78564,NINKI SUSHI,02-10-03,2003,M5H1L6,M5H
78565,NEW YORK CAFE AND RESTAURANT,21-11-11,2011,M6N1K9,M6N
78566,CHOPSTIX DELIGHT CO,10-02-04,2004,M3B2T3,M3B
78567,PIZZA NOVA,04-08-05,2005,M4P1E4,M4P
78568,WALIMA,01-12-08,2008,M4J1N4,M4J
78569,SHANGHAI 360,12-07-10,2010,M1P4P5,M1P
78570,RONG HUA CHINESE RESTAURANT,18-07-11,2011,M5T1G9,M5T
78571,ADAM'S SUSHI,25-06-12,2012,M6G1B4,M6G
78572,DOUBLE DOUBLE PIZZA CHICKEN,13-07-10,2010,M5V3J2,M5V
78573,YAH MAN CARRIBEAN RESTAURANT,13-07-11,2011,M1L3G7,M1L
78574,GRAND BUBBLE TEA,13-07-11,2011,M9V1B4,M9V
78575,CONTINENTAL SOIREE,13-07-11,2011,M1P2L9,M1P
78576,THAI BREEZE,14-07-10,2010,M1N1R6,M1N
78577,SAMRAT,14-07-11,2011,M9V1A7,M9V
78578,AL TANOOR BBQ AND BAKERY,14-07-11,2011,M1R2Z2,M1R
78579,MARRIOTT MANAGEMENT SERVICES,12/06/91,1991,M5X1K7,M5X
78580,PIZZA PIZZA,26-08-08,2008,M9C3Z8,M9C
78581,HONOUR SNACK BAR,28-10-09,2009,M5T1H7,M5T
78582,THE GALLERY CLUB,15-07-11,2011,M5S3H3,M5S
78583,COFFEE TIME DONUTS,15-07-11,2011,M9N2S2,M9N
78584,PIZZA VIVA,14-12-09,2009,M6E2J3,M6E
78585,LEGION ULTRA SPORTS BAR AND GRILL,16-07-10,2010,M4K1P1,M4K
78586,JADE FEN CAFE HOUSE,08-09-11,2011,M5G1Z6,M5G
78587,QUEENSHEAD RESTAURANT,21-11-11,2011,M1T1A3,M1T
78588,THE ELEPHANT & CASTLE,16-03-06,2006,M5H1K5,M5H
78589,ELIAS RESTAURANT & TAVERN,12-02-08,2008,M3M2H7,M3M
78590,E ZEN KAROKE & BAR,17-07-08,2008,M1R2Z2,M1R
78591,THE ELEPHANT AND CASTLE,02-12-10,2010,M5B1S6,M5B
78592,D Y KARAOKE,10-01-08,2008,M5T1H3,M5T
78593,68 KITCHEN,17-06-11,2011,M1S2C1,M1S
78594,AQUILA RESTAURANT,18-07-11,2011,M6P2K6,M6P
78595,GOURMET BURGER CO.,19-07-11,2011,M4P2E7,M4P
78596,ISLAND BAKERY AND TAKE OUT,20-09-06,2006,M1J2H6,M1J
78597,WONDERFUL SEAFOOD RESTAURANT,04-05-09,2009,M1V5N1,M1V
78598,LITTLE TEA POT (TEA AND COFFEE ROOM),19-07-10,2010,M2N5R6,M2N
78599,SORREL,19-07-10,2010,M5R1B9,M5R
78600,THREE STARS SPORTSBAR,06-01-12,2012,M6K1T8,M6K
78601,HOLIMA CHINESE FOOD,21-07-03,2003,M1R2Y1,M1R
78602,RICHMOND GREEK & SHAWARMA,21-07-11,2011,M5V1X1,M5V
78603,THE WOKKER RESTAURANT,22/07/97,1997,M4M1H3,M4M
78604,LENA'S ROTI & DOUBLES,26-02-07,2007,M9V1A8,M9V
78605,AACHI'S FINE FOODS,29-01-10,2010,M1J3C5,M1J
78606,SUBWAY SANDWICHES,19-11-08,2008,M1W2S6,M1W
78607,KIM BO RESTAURANT,13-01-09,2009,M5T2S6,M5T
78608,PANZEROTTO PIZZA,07-12-09,2009,M4W3J6,M4W
78609,PIZZA PIT,28-09-10,2010,M9W3W7,M9W
78610,TEA VA SEE TEA HOUSE AND LOUNGE,22-07-11,2011,M2M3W2,M2M
78611,DAILY SUSHI JAPANESE RESTAURANT,11/07/96,1996,M5B2H5,M5B
78612,JIMMY THE GREEK,02-05-08,2008,M2J5A7,M2J
78613,QUEEN PITA,06-11-08,2008,M4L1C4,M4L
78614,WENDY'S DELI CAFE,05-09-01,2001,M5B2C8,M5B
78615,SUBWAY SANDWICHES,24-07-02,2002,M3J1P3,M3J
78616,PANZEROTTO & PIZZA,12-08-08,2008,M2R3W9,M2R
78617,SUBWAY,09-03-09,2009,M6R2M8,M6R
78618,JALAPENOS,04-05-12,2012,M6E2K4,M6E
78619,ZELLERS-CLOVERDALE MALL (STORE 473),07-03-05,2005,M9B3Y8,M9B
78620,WING MACHINE,11-08-06,2006,M5G2C4,M5G
78621,GABBY'S BISTRO,13-06-07,2007,M4P1M5,M4P
78622,CAFE SUPREME,30-12-08,2008,M5K1J5,M5K
78623,MORTON'S OF CHICAGO-THE STEAKHOUSE,18-10-10,2010,M5R2E8,M5R
78624,COUNTRY STYLE BISTRO DELI,26-05-11,2011,M1K2N8,M1K
78625,FREE TOPPING PIZZA,25-07-11,2011,M2H2S7,M2H
78626,ASTERIA RESTAURANT,19/02/76,1976,M4K1N6,M4K
78627,SUBWAY,19-10-04,2004,M6P1B2,M6P
78628,THE CHICKEN PLACE,19-07-05,2005,M2N4Y4,M2N
78629,HARVEY'S #2591,26-07-11,2011,M5R3S3,M5R
78630,THE YA HAOUSE,25-11-11,2011,M4W1H7,M4W
78631,PETER PAN RESTAURANT,28-07-08,2008,M5V2A4,M5V
78632,,28-07-10,2010,M4K1N6,M4K
78633,BIG MEAL,28-07-11,2011,M1V5M3,M1V
78634,SUBWAY SANDWICH,23-10-01,2001,M5H1L6,M5H
78635,EL SABROSON,29-07-08,2008,M9L1Y8,M9L
78636,TANDOORI BITES,29-07-10,2010,M9W4K5,M9W
78637,BAKER'S DOZEN DONUTS STORE #31,29-07-10,2010,M3J3H6,M3J
78638,PIZZA PIZZA,01-10-10,2010,M6H1N4,M6H
78639,HONEY TEA H.K.,03-08-11,2011,M1V5N1,M1V
78640,CARIBBEAN QUEEN (WOODBINE CENTRE),08-09-08,2008,M9W6K5,M9W
78641,LAC VIEN VIENAMESE RESTAURANT,30-07-10,2010,M6A1V4,M6A
78642,GOURMET BURGER CO,30-07-10,2010,M8Z5G9,M8Z
78643,JUST THAI,17-11-11,2011,M4Y2E1,M4Y
78644,COFFEE TIME DONUTS,16-03-12,2012,M4K2P6,M4K
78645,PINEAPPLE KING,30-08-12,2012,M6E2H6,M6E
78646,CHINESE HUT,01-08-07,2007,M1P2L8,M1P
78647,LITTLE HUT BAR AND GRILL INC,31-03-09,2009,M9V3Y6,M9V
78648,VINNY MASSIMO PIZZA AND PASTA,22-02-10,2010,M5T1S6,M5T
78649,INIGO,01-08-10,2010,M6J1G5,M6J
78650,THE DESIGNER COOKIE,09-02-11,2011,M4R1B2,M4R
78651,YOGURTY'S,23-04-12,2012,M5S1Y5,M5S
78652,"KIM'S RESTAURANT,SPECIALIZES IN PHO,BANH",18-09-08,2008,M4M1Y3,M4M
78653,AMAZING COFFEE PLUS,19-03-12,2012,M2J3C1,M2J
78654,PEOPLE'S FOODS,03-07-12,2012,M5R2E6,M5R
78655,FIRST CLASS DELITES,04/08/00,2000,M6M4P4,M6M
78656,SOUP IT UP,04-08-05,2005,M5G2C4,M5G
78657,MASIKOMA,04-08-11,2011,M6G1L4,M6G
78658,MAD DOG CAFE,04-08-11,2011,M4M1Y8,M4M
78659,IMOGINES CARIBBEAN RESTAURANT,04-08-11,2011,M1L4C2,M1L
78660,DAHLAK RESTAURANT,02-02-05,2005,M6G1M2,M6G
78661,HARVEY'S/SECOND CUP,05-08-08,2008,M9C1A7,M9C
78662,PIZZA PIZZA NO 15,05-08-10,2010,M5E1C7,M5E
78663,TASTE OF TANDOOREE,05-08-10,2010,M6K1L2,M6K
78664,CAFE VATAN,04-11-11,2011,M6H1N9,M6H
78665,EGGSMART,19-12-11,2011,M4J2T9,M4J
78666,TIM HORTONS,12-12-06,2006,M5B2L7,M5B
78667,PHO HUNG RESTAURANT,06/08/91,1991,M5S1T8,M5S
78668,PRENDE CAFE,03-02-06,2006,M6B3H9,M6B
78669,MAMA'S PIZZA,21-12-05,2005,M5V1X3,M5V
78670,ICE QUEEN RESTAURANT,23-10-06,2006,M6R2K3,M6R
78671,MAMMA'S PIZZA,11-12-07,2007,M4W2G9,M4W
78672,PITA LAND FINCH,21-08-08,2008,M3N2V2,M3N
78673,SUBWAY SANDWICHES,27-08-08,2008,M6S2S1,M6S
